No,질문,답변
000146,"- 화면번호 : 
- 전화번호 : 
- 문의내용 : CD 금리가 3250화면과 3220화면에서 차이가 존재합니다. 그 이유는?","안녕하세요. CHECKExpert+ 입니다.

3250화면의 CD금리와 3220화면의 CD금리는
데이터 산출 주체가 다릅니다.

3250화면의 CD금리는 한화투자증권에서 자체적으로 추정한 시장금리이고,
3220화면의 CD금리는 금융투자협회에서 증권사로부터 수집한 금리를
평균하여 고시하는 금리입니다.

일반적으로 시장에서 통용되는 CD금리는 3220화면의 CD금리이므로, 
3220화면을 참고부탁드리겠습니다.

감사합니다."
000133,"- 화면번호 : 
- 전화번호 : 
- 문의내용 : 금융채금리 시계열로 만기별로 나오는 화면, 
국채금리 시계열로 만기별로 나오는 화면

문의드립니다.
","안녕하세요. CHECKExpert+ 입니다.

3431화면에서 조회가능하십니다.

화면 상단에서 민평3사 또는 민평4사를 선택하시고,
원하시는 시가평가그룹을 선택하신 뒤
하단의 표에서 원하는 만기에 체크하시면
하단의 표에서 금리추이와 스프레드의 차트도 보실 수 있습니다.

감사합니다."
000125,"- 화면번호 : 

- 문의내용 : 미국 회사채 관련 정보를 어디서 볼 수 있나요?","안녕하세요. CHECKExpert+ 입니다.

현재 CHECK에서는 해외국채 정보는 제공하고 있으나
회사채의 발행정보 등은 제공하고 있지 않습니다.

해외 회사채 발행정보 및 평가정보는 
중장기적으로 계획을 잡아서 추진 중에 있긴 합니다만,
빠른 시일 내에 제공해드리기는 어려운 점 양해부탁드립니다.

이용에 불편으르 드려 죄송합니다.
감사합니다.
 "
000109,"- 화면번호 : 
- 전화번호 : 
- 문의내용 : sofr 금리는 어디서 확인할수있을까요?","안녕하세요. CHECKExpert+ 입니다.

2576, 2577화면에서 확인이 가능하십니다.

참고로, CHECK 왼쪽 상단의 검색창에 SOFR로 입력하시면
연관된 화면리스트가 조회가 되므로
그 중에서 선택하여 조회도 가능합니다.

감사합니다."
000100,"- 화면번호 : 3269

- 문의내용 : 3269화면에 외국인 거래내역이 인포 외국인 거래내역이랑 상이한데 확인부탁드립니다.","안녕하세요. CHECKExpert+ 입니다.

외국인 거래내역 데이터는 채권 종목명 없이
거래시간, 채권종류, 투자자구분, 거래량 등의 데이터만 들어옵니다.

따라서 3269화면 왼쪽의 거래시간과 채권종류와 거래량으로 
화면 우측의 장외 매매시간과 종목명을 
특정 로직에 의해 매칭하여 추측하여 보여주는 것입니다.

따라서 매칭시키는 로직에 따라서 다른 정보사업자와 
다르게 보일 수 있음을 참고바랍니다.

감사합니다."
000083,"- 화면번호 : 
- 전화번호 : 
- 문의내용 : 4080화면에 보이는 콜금리 1일 엑셀로 일별로 보려고하는데 코드 좀 알려주세요","안녕하세요. CHECKExpert+ 입니다.


아래 수식을 엑셀에 입력하시면 일별데이터 조회가 가능하십니다.

=CH( """", """", 10, ""D"", TRUE, ""200A*056"", ""12506,15192"", ""DESC"", ""withtable=true;"")

감사합니다."
000079,"- 화면번호 : 2560

- 문의내용 : 2560 화면의 최종호가(15:30) 시계열 자료를 엑셀에 매일 아침 자동으로 업데이트 하려면 어떻게 해야한느지요?","안녕하세요. CHECKExpert+ 입니다.

=CH( """", """", 10, ""D"", TRUE, ""KFIA114000*097"", ""15175"", ""DESC"", ""withtable=true;"")

엑셀에 위 서식을 붙여넣으면 10영업일의 CD91일물 추이가 조회가 됩니다.

만약 시작일, 종료일 등의 세부조건들을 변경하고 싶다면,
수식이 있는 셀을 클릭하고, 엑셀 맨 상단의 메뉴에서
[XL Premium]을 선택하고, [함수빌더]를 선택하면
팝업창의 설명을 참고하시면서 변경할 수 있습니다.

감사합니다."
000063,"- 화면번호 : 
- 전화번호 : 
- 문의내용 : 안녕하세요. 스트립 채권들의 거래 추이를 볼수 있는 화면이 있을까요?","안녕하세요. CHECKExpert+ 입니다.

3703화면에서 왼쪽 상단의 검색창에 1135를 입력하시고 조회하시면
스트립채권들만의 거래내역을 조회할 수 있습니다.

감사합니다."
000056,"- 화면번호 : 3101

- 문의내용 : 3101 화면에 표시되는 장내 국채 지표종목들의 실시간 수익률 그래프나 테이블을 볼 수 있는 화면이 있을까요?","안녕하세요. CHECKExpert+ 입니다.

3082화면에서 조회가 가능합니다.

왼쪽 상단에 원하는 종목을 입력하시면,
(종목검색창에 22-13 또는 .3. 을 입력하면 3년 지표물 선택 가능)
실시간 체결내역을 우측 표에서 테이블로 볼 수 있고,
우측 하단의 [틱차트]에서 차트로 볼 수 있습니다.

감사합니다.
 "
000032,"- 화면번호 : 3220

- 문의내용 : 3220화면의 각 tenor별 CMT 금리 데이터를 일정 기간에 대해서 받을 수 있을까요?","안녕하세요. CHECKExpert+ 입니다.

3223화면에서 해당 데이터들의 일별추이를 확인할 수 있습니다.

감사합니다."
000027,"- 화면번호 : 3220

- 문의내용 : CMT 금리 생성 방법

안녕하세요, 화면 번호 3220 데이터 관련하여 문의 드립니다.
화면번호 3220에 나와있는 각 Tenor별 금리에 관하여 질문 드립니다.
해당 금리 값을 산출하기 위해 사용되는 데이터와 방법에 대해서 설명해주시면 정말 감사하겠습니다.","안녕하세요. CHECKExpert+ 입니다.

안녕하세요, 해당 데이터는 금융투자협회로부터 받는 데이터로,
금융투자협회 채권정보센터(www.kofiabond.or.kr) 홈페이지에서
채권금리 > 최종호가수익률 경로를 통해 
하루에 두 번(11:30, 16:00) 공시가 됩니다.

산출방법이 홈페이지에 나와있지는 않지만
증권사 10군데로부터 해당 금리를 받아
평균하여 산출하는 것으로 알고 있습니다.

더 자세한 사항은 금융투자협회에 문의주시면 감사하겠습니다.
"
000026,"- 화면번호 : 

- 문의내용 : 발행사 별 / 만기 별 민평 금리 조회 할수있는 화면 번호가 있는지 문의드립니다. ","안녕하세요. CHECKExpert+ 입니다.

발행사별/만기별 민평금리는 3741화면에서 확인이 가능합니다.


감사합니다.
"
001165,"- 화면번호 : 
- 전화번호 : 
- 문의내용 : 3054화면에서 발행 스프레드가 단순히 당일 민평금리 대비 스프레드인지 아니면 스프레드 기준날짜(예를 들어 t-2일이나 t-3일 민평 대비)의 민평 대비 스프레드인지 궁금합니다. ","안녕하세요. CHECKExpert+ 입니다.

발행스프레드는 해당 채권의 발행 전영업일의
동일 만기의 국고채, 자기등급, 발행사의 민평금리 대비 
스프레드를 의미합니다.

감사합니다."
001148,"- 화면번호 : 3805

- 문의내용 : 3805화면에서 마우스오른쪽 -> 엑셀프리미엄으로 보내기를 클릭하는경우 체크내 3805화면에서 보이는 것과 달리 원치않는 정보들도 엑셀에 같이 들어오는데 함수빌더를 활용해서 체크내 3805화면에서 보이는것과  동일하게 보이도록 설정이 가능할까요?","안녕하세요. CHECKExpert+ 입니다.

A1셀에는 어떤 항목을 조회할지 항목을 설정할 수 있는
여러 값들이 들어 있습니다.

민평3사/4사, 익일/당일인지에 따라서
A1셀에 들어가는 값이 달라지기는 하는데,
제가 아래에 적어드린 값을 A1셀에 붙여넣으시고,
A2셀을 클릭한 후 엑셀 상단의 메뉴에서 [선택 셀 재조회] 버튼을 누르시면
그 결과 조회되는 항목은 3805화면과 동일합니다.

'struct=380503,003,사용자생성TR,UserTR,380503003,380503003,s,|1900:20221221:::;1901:1:::;1908:0:::;1909:2:::;1910:0:::;1911:20221221:::;1912:7:::;1700:10:::;1701:1035:::;16013:*058:::;1913:0:::;1031:-1:::;1000:30000:::;,|1920:s:::종목명:;1921:d:yyyy/mm/dd::발행일:;1922:d:yyyy/mm/dd::만기일:;1923:n:0.000::수익률\n>기준:;1924:n:0.000::\n>비교:;1925:n:#,#0.000::\n>대비:;1926:n:0.00::가격\n>기준:;1927:n:0.00::\n>비교:;1928:n:0.00::\n>대비(원):;1929:n:#,#0::발행액(억):;1930:s:::종목코드:;1931:n:#,#0:10^-6:신용그룹:;1932:n:#,#0:10^-6:발행기관:;18403:s:::

참고로 A1셀의 내용 중에 
1912뒤의 숫자가 6이면 민평3사, 7이면 민평4사
1909뒤의 숫자가 1이면 익일기준, 2이면 당일기준을 의미하니
해당 숫자를 원하시는 조회기준으로 바꿔서 조회하시면
엑셀에서 조회가 가능하십니다.

감사합니다."
001139,"- 화면번호 : 4171

- 문의내용 : KTB 선물 투자자 일별 잔고를 볼 수 있는 화면이 있을까요?","안녕하세요. CHECKExpert+ 입니다.

4242화면에서 확인 가능합니다.

감사합니다."
001134,"- 화면번호 : 
- 전화번호 : 
- 문의내용 : 3000번 화면의 신용등급을 엑셀에서 조회하는 방법

","안녕하세요. CHECKExpert+ 입니다.

KR코드와 FID숫자의 앞뒤로 따옴표("")를 넣어서
=CT(""KR코드"", ""18206"")의 형식으로 수식을 만들면
조회될 것으로 생각됩니다.

감사합니다."
001132,"- 화면번호 : 
- 전화번호 : 
- 문의내용 : 국채선물 일별 구성종목(기초자산채권) 엑셀에서 조회할수 있을까요? ","안녕하세요. CHECKExpert+ 입니다.

4051화면에서 국채선물 구성종목을 날짜별로 확인이 가능한데요,
데이터 있는 표에서 마우스 우클릭하시면
엑셀로 해당 데이터를 조회할 수 있습니다.

엑셀 A2셀에 날짜가 포함된 수식을 보실 수 있는데
그 날짜를 바꾸면 해당 날자의 구성종목을 확인할 수 있습니다.

감사합니다."
001125,"- 화면번호 : 
- 전화번호 : 
- 문의내용 : 일별 CP 거래내역 조회 화면이 있나요?","안녕하세요. CHECKExpert+ 입니다.

3072, 3071 화면에서 확인할 수 있습니다.

감사합니다."
001124,"- 화면번호 : 
- 전화번호 : 
- 문의내용 : 
안녕하세요! 
CP 발행내역과 할인기관이 나오는 화면이 있을까요?","안녕하세요. CHECKExpert+ 입니다.

3065 또는 3069화면에서 확인이 가능합니다.

참고로 CP와 관련된 화면은
CHECK메뉴에서
채권 > 단기자금시장 > CD/CP 경로로 들어가시면
찾아보실 수 있습니다.

감사합니다."
001118,"- 화면번호 : 3210

- 문의내용 : 3210화면에서 위탁 / 성격 자전 거래가 있는데 어떤 유형의 거래인지 알 수 잇나요?","안녕하세요. CHECKExpert+ 입니다.

해당 데이터는 금융투자협회에서 보내주는 구분자를 그대로 보여주고 있습니다.
유형에는 직매, 위탁이 있으며
성격에는 자기, 자전, 중개, 기타로 나뉩니다.

유형에서
'직매'는 증권사와 증권사간의 거래,
'위탁'은 증권사를 통한 기관간의 거래를 의미합니다.

성격에서
'자기'는 증권사가 자기계정으로 매매하여 시세차익을 얻는 거래,
'자전'은 증권사가 같은 채권을 동일가격 동일수량의 매도/매수 주문을 내어 체결시키는 거래,
'중개'는 중간에 증권사 또는 딜러를 포함하여 다른 명의로 거래하는 거래,
'기타'는 위의 세 가지에 해당하지 않는 거래
를 의미합니다.

감사합니다.
'"
001116,"- 화면번호 : 3212

- 문의내용 : 투자자 분류 기준이 궁금합니다.","안녕하세요. CHECKExpert+ 입니다.

투자자구분에서는 
기타법인은 새마을금고, 신협, 금융공기업, 증권금융 등 내국 법인 및 상법상 일반 법인에 해당됩니다.
종신금은 종합금융회사, 상호저축은행 등이 포함됩니다.

위의 구분은 예시정보로 실제 투자자구분은 거래 계좌의 성격에 따라 구분됩니다.


감사합니다."
001113,"- 화면번호 : 
- 전화번호 : 
- 문의내용 : 스왑, 채권 금리 등 체크에 종가로 반영되는 시각이 언제인가요?","안녕하세요. CHECKExpert+ 입니다.

스왑은 장외상품이어서 마감시간을 정해놓고 있지는 않고
가장 마지막으로 들어온 값이 종가로 반영하고 있습니다.
매일 시간이 달라지기는 하지만 대략 오후 6시 전후입니다.

채권금리는 워낙 종류가 다양해서 어떤 것을 말씀드려야할지 모르겠는데,
민평금리를 말씀드리자면 오후 6시 전후로 평가사로부터 수신해서 
그 즈음에 산출이 됩니다.

감사합니다."
